id,hangul,hanja,mr,romaji,line,lon,lat,e1930,e1942,prov,note
ssj_002,화천,貨泉,Hwach'ŏn,Kasen,서선중앙철도,126.04700,39.01970,,1,Heiannan-dō,
ssj_003,송가,松街,Songga,Shōgai,서선중앙철도,126.11190,38.99720,,1,Heiannan-dō,
ssj_004,삼등,三登,Samdŭng,Santō,서선중앙철도,126.17080,39.00450,,1,Heiannan-dō,
ssj_005,흑령,黒嶺,Hŭngnyŏng,Kokuryō,서선중앙철도,126.16240,39.03190,,1,Heiannan-dō,
ssj_006,석름,石凜,Sŏngnŭm,Sekirin,서선중앙철도,126.16650,39.06150,,1,Heiannan-dō,
ssj_007,평남강동,平南江東,P'yŏngnamgangdong,Heinan Kōtō,서선중앙철도,126.12760,39.13070,,1,Heiannan-dō,
yd_002,동룡굴,蝀龍窟,Tongnyonggul,Tōryūkutsu,용등선,126.05130,39.86190,,1,Heianhoku-dō,
yd_003,용등,龍登,Yongdŭng,Ryūtō,용등선,126.09480,39.82610,,1,Heianhoku-dō,
경북_002,아천,牙川,Ach'ŏn,Gasen,경북선,128.11930,36.18340,1,1,Keishōhoku-dō,
경북_003,옥산,玉山,Oksan,Gyokuzan,경북선,128.09480,36.28330,1,1,Keishōhoku-dō,
경북_004,청리,靑里,Ch'ŏngni,Seiri,경북선,128.12780,36.33830,1,1,Keishōhoku-dō,
경북_005,상주,尙州,Sangju,Shōshū,경북선,128.16480,36.41260,1,1,Keishōhoku-dō,
경북_006,백원,白元,Paegwŏn,Hakugen,경북선,128.17420,36.48180,1,1,Keishōhoku-dō,
경북_007,양정,楊亭,Yangjŏng,Yōtei,경북선,128.17150,36.50600,1,1,Keishōhoku-dō,
경북_008,함창,咸昌,Hamch'ang,Kanshō,경북선,128.17390,36.56940,1,1,Keishōhoku-dō,
경북_009,점촌,店村,Chŏmch'on,Tenson,경북선,128.20500,36.59780,1,1,Keishōhoku-dō,
경북_010,용궁,龍宮,Yonggung,Ryūgū,경북선,128.25730,36.60960,1,1,Keishōhoku-dō,
경북_011,개포,開浦,Kaep'o,Kaiho,경북선,128.32630,36.62630,1,1,Keishōhoku-dō,
경북_012,유천,柳川,Yuch'ŏn,Ryūsen,경북선,128.39410,36.63350,1,1,Keishōhoku-dō,
경북_013,예천,醴泉,Yech'ŏn,Reisen,경북선,128.45390,36.65020,1,1,Keishōhoku-dō,
경북_014,고평,高坪,Kop'yŏng,Kōhei,경북선,128.48200,36.64160,1,1,Keishōhoku-dō,
경북_015,영주,栄州,Yŏngju,Eishū,경북선,128.62090,36.82530,,1,Keishōhoku-dō,
경북_016,풍산,豊山,P'ungsan,Hōzan,경북선,128.57480,36.57950,,1,Keishōhoku-dō,
경북_017,호명,虎鳴,Homyŏng,Komei,경북선,128.49610,36.62840,,1,Keishōhoku-dō,
경북_018,명동,鳴洞,Myŏngdong,Meitō,경북선,128.64530,36.58970,,1,Keishōhoku-dō,
금강산_001,금성,金城,Kŭmsŏng,Kinjō,금강산선,127.60400,38.41950,1,1,Kōgen-dō,
금강산_002,탄감리,炭甘,T'an'gamni,Tankan,금강산선,127.65180,38.46500,1,1,Kōgen-dō,
금강산_003,금강구,金剛口,Kŭmganggu,Kingōkō,금강산선,127.98610,38.62180,1,1,Kōgen-dō,
금강산_004,화계,花溪,Hwagye,Kakei,금강산선,127.88920,38.56200,1,1,Kōgen-dō,
금강산_005,창도,昌道,Ch'angdo,Shōdō,금강산선,127.67070,38.50910,1,1,Kōgen-dō,
금강산_006,내금강,內金剛,Naegŭmgang,Uchikongō,금강산선,128.03630,38.60630,,1,Kōgen-dō,
금강산_007,김화,金化,Kimhwa,Kinka,금강산선,127.46130,38.29060,1,1,Kōgen-dō,
삼척선_001,삼척,三陟,Samch'ŏk,Sanchoku,삼척선,129.18020,37.42770,,1,,
아오선_001,회암,灰岩,Hoeam,Kaigan,아오선,130.35210,42.52210,,1,Kankyōhoku-dō,
장지리선_001,장산리,長山里,Changsalli,Chōsanri,장지리선,125.59510,39.09970,,1,Heiannan-dō,
장항_002,세교,細橋,Segyo,Seikyō,장항선,127.11320,36.78530,1,1,Chūseinan-dō,
장항_003,모산,毛山,Mosan,Mōsan,장항선,127.06100,36.77430,1,1,Chūseinan-dō,
장항_004,온양온천,溫陽溫泉,Onyangonch'ŏn,On'yōonsen,장항선,127.00230,36.78050,1,1,Chūseinan-dō,
장항_005,충남신창,忠南新昌,Ch'ungnamsinch'ang,Chūnan-Shinshō,장항선,126.93330,36.80410,1,1,Chūseinan-dō,
장항_006,선장,仙掌,Sŏnjang,Senshō,장항선,126.86670,36.76100,1,1,Chūseinan-dō,
장항_007,신례원,新禮院,Sillyewŏn,Shinreiin,장항선,126.84830,36.72590,1,1,Chūseinan-dō,
장항_008,예산,禮山,Yesan,Reizan,장항선,126.82900,36.68640,1,1,Chūseinan-dō,
장항_009,오가,吾可,Oga,Goka,장항선,126.78130,36.68240,1,1,Chūseinan-dō,
장항_010,삽교,揷橋,Sapkyo,Sōkyō,장항선,126.73660,36.68530,1,1,Chūseinan-dō,
장항_011,화양,華陽,Hwayang,Kayō,장항선,126.71420,36.62400,1,1,Chūseinan-dō,
장항_012,홍성,洪城,Hongsŏng,Kōsei,장항선,126.67860,36.59960,1,1,Chūseinan-dō,
장항_013,신곡,新谷,Sin'gok,Shinkoku,장항선,126.63700,36.53340,1,1,Chūseinan-dō,
장항_014,광천,廣川,Kwangch'ŏn,Kōsen,장항선,126.62260,36.50210,1,1,Chūseinan-dō,
장항_015,죽림,竹林,Chungnim,Chikurin,장항선,126.61750,36.46710,1,1,Chūseinan-dō,
장항_016,진죽,眞竹,Chinjuk,Shinchiku,장항선,126.59100,36.44550,1,1,Chūseinan-dō,
장항_017,주포,周浦,Chup'o,Shūho,장항선,126.56880,36.40640,1,1,,
장항_018,대천,大川,Taech'ŏn,Daisen,장항선,126.58980,36.35130,1,1,Chūseinan-dō,
장항_019,남포,藍浦,Namp'o,Ranpo,장항선,126.59480,36.31570,1,1,Chūseinan-dō,
장항_020,웅천,熊川,Ungch'ŏn,Yūsen,장항선,126.60190,36.23600,1,1,Chūseinan-dō,
장항_021,간치,艮峙,Kanch'i,Konchi,장항선,126.62360,36.20750,1,1,Chūseinan-dō,
장항_022,주산,珠山,Chusan,Shuzan,장항선,126.63750,36.19870,1,1,Chūseinan-dō,
장항_023,판교,板橋,P'an'gyo,Hankyō,장항선,126.68020,36.15360,1,1,Chūseinan-dō,
장항_024,서천,舒川,Sŏch'ŏn,Shosen,장항선,126.70090,36.07700,1,1,Chūseinan-dō,
장항_025,삼산리,三山里,Samsalli,Sansanri,장항선,126.71130,36.06620,1,1,Chūseinan-dō,
장항_026,장항,長項,Changhang,Chōkō,장항선,126.69610,36.01970,1,1,Chūseinan-dō,
장항_027,장항잔교,長項棧橋,Changhangjan'gyo,Chōkō Sanbashi,장항선,126.67360,36.00780,1,1,Chūseinan-dō,
중앙선_001,제천,堤川,Chech'ŏn,Teisen,중앙선,128.21300,37.12440,,1,Chūseihoku-dō,
충북_002,오송,五松,Osong,Goshō,충북선,127.32370,36.61840,1,1,Chūseihoku-dō,
충북_003,월곡,月谷,Wŏlgok,Gekkoku,충북선,127.36350,36.62490,1,1,Chūseihoku-dō,
충북_004,정봉,丁峰,Chŏngbong,Teihō,충북선,127.39220,36.64630,1,1,Chūseihoku-dō,
충북_005,송정,松亭,Songjŏng,Shōtei,충북선,127.43420,36.64420,1,1,Chūseihoku-dō,
충북_006,청주,淸州,Ch'ŏngju,Shōshū,충북선,127.48980,36.64090,1,1,Chūseihoku-dō,
충북_007,정하,井下,Chŏngha,Seika,충북선,127.46360,36.67260,1,1,Chūseihoku-dō,
충북_008,오근장,梧根場,Ogŭnjang,Gokonjō,충북선,127.47820,36.69990,1,1,Chūseihoku-dō,
충북_009,내수,內秀,Naesu,Naishū,충북선,127.53720,36.72860,1,1,Chūseihoku-dō,
충북_010,청안,清安,Ch'ŏngan,Shōan,충북선,127.58200,36.78610,1,1,Chūseihoku-dō,
충북_011,도안,道安,Toan,Dōan,충북선,127.61400,36.81410,1,1,Chūseihoku-dō,
충북_012,보천,甫川,Poch'ŏn,Fusen,충북선,127.65930,36.87580,1,1,Chūseihoku-dō,
충북_013,음성,陰城,Ŭmsŏng,Injō,충북선,127.69050,36.92830,1,1,Chūseihoku-dō,
충북_014,소이,蘇伊,Soi,Soi,충북선,127.75510,36.92320,1,1,Chūseihoku-dō,
충북_015,대소원,大召院,Taesowŏn,Taishōin,충북선,127.79960,36.97260,1,1,Chūseihoku-dō,
충북_016,달천,達川,Talch'ŏn,Tassen,충북선,127.88300,36.95980,1,1,Chūseihoku-dō,
충북_017,충주,忠州,Ch'ungju,Chūshū,충북선,127.91610,36.99160,1,1,Chūseihoku-dō,
토해_002,예성강,禮成江,Yesŏnggang,Reiseikō,토해선,126.39730,37.97350,,1,Keiki-dō,
토해_003,성호,星湖,Sŏngho,Seiko,토해선,126.35150,37.97690,,1,Kōkai-dō,
토해_004,배천온천,白川温泉,Paech'ŏnonch'ŏn,Hakusen Onsen,토해선,126.30030,37.98450,,1,Kōkai-dō,
토해_005,홍현,紅峴,Honghyŏn,Kōken,토해선,126.27180,37.96790,,1,Kōkai-dō,
토해_006,무구,無仇,Mugu,Bukyū,토해선,126.24850,37.94490,,1,Kōkai-dō,
토해_007,연안온천,延安温泉,Yŏnanonch'ŏn,En'an Onsen,토해선,126.16810,37.90390,,1,Kōkai-dō,
토해_008,연안,延安,Yŏnan,En'an,토해선,126.14720,37.90090,,1,Kōkai-dō,
토해_009,봉서,鳳西,Pongsŏ,Hōsei,토해선,126.11770,37.90690,,1,Kōkai-dō,
토해_010,풍천,楓川,P'ungch'ŏn,Hōsen,토해선,126.06500,37.93060,,1,Kōkai-dō,
토해_011,천대,天台,Ch'ŏndae,Tendai,토해선,126.01020,37.93710,,1,Kōkai-dō,
토해_012,심가,深桂,Simga,Shinkei,토해선,125.97470,37.94660,,1,Kōkai-dō,
토해_013,청단,青丹,Ch'ŏngdan,Seitan,토해선,125.93410,37.96800,,1,Kōkai-dō,
토해_014,내성,來城,Naesŏng,Raijō,토해선,125.90210,37.97680,,1,Kōkai-dō,
토해_015,천결,泉決,Ch'ŏn'gyŏl,Senketsu,토해선,125.84910,37.99170,,1,Kōkai-dō,
토해_016,영양,迎陽,Yŏngyang,Geiyō,토해선,125.78240,38.01010,1,1,Kōkai-dō,
함북_002,유평,西上,Yup'yŏng,Seijō,함북선,129.65450,42.15110,1,1,Kankyōhoku-dō,
함북_004,차령,車嶺,Ch'aryŏng,Sharei,함북선,129.55740,42.16290,1,1,Kankyōhoku-dō,
함북_006,신참,新站,Sinch'am,Shinten,함북선,129.40710,42.11410,1,1,Kankyōhoku-dō,
함북_007,서풍산,西豊山,Sŏp'ungsan,Seihōzan,함북선,129.37560,42.14540,1,1,Kankyōhoku-dō,
해주선_001,하성,下聖,Hasŏng,Kasei,해주선,125.76160,38.23280,1,1,Kōkai-dō,
